date,ecosystem,file_path,operation_type,last_update_time
2025-05-14 22:24:06,DWF,data/DWF/UVI-2021-1000006.json,new_intro,2021-12-19 00:00:11
2025-05-14 22:24:07,Alpine:v3.3,data/Alpine:v3.3/CVE-2015-8948.json,new_intro,2024-10-09 01:13:58
2025-05-14 22:24:07,DWF,data/DWF/UVI-2021-1000007.json,new_intro,2021-12-19 00:00:11
2025-05-14 22:24:07,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10170.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:08,Alpine:v3.3,data/Alpine:v3.3/CVE-2015-9099.json,new_intro,2024-10-09 01:13:55
2025-05-14 22:24:08,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10171.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:08,DWF,data/DWF/UVI-2021-1000008.json,new_intro,2021-12-19 06:00:09
2025-05-14 22:24:09,DWF,data/DWF/UVI-2021-1000009.json,new_intro,2021-12-19 06:00:09
2025-05-14 22:24:10,Alpine:v3.3,data/Alpine:v3.3/CVE-2015-9100.json,new_intro,2024-10-09 01:14:02
2025-05-14 22:24:10,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10172.json,new_intro,2024-10-09 01:13:30
2025-05-14 22:24:11,DWF,data/DWF/UVI-2021-1000010.json,new_intro,2021-12-19 06:00:09
2025-05-14 22:24:11,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-0643.json,new_intro,2024-10-09 01:13:55
2025-05-14 22:24:11,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10195.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:12,DWF,data/DWF/UVI-2021-1000040.json,new_intro,2021-12-19 06:00:09
2025-05-14 22:24:12,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-0647.json,new_intro,2024-10-09 01:13:56
2025-05-14 22:24:12,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10196.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:13,DWF,data/DWF/UVI-2021-1000051.json,new_intro,2021-12-19 00:00:11
2025-05-14 22:24:13,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-0648.json,new_intro,2024-10-09 01:14:01
2025-05-14 22:24:14,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10197.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:14,DWF,data/DWF/UVI-2021-1000188.json,new_intro,2021-12-19 00:00:11
2025-05-14 22:24:14,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-0666.json,new_intro,2024-10-09 01:13:59
2025-05-14 22:24:15,DWF,data/DWF/UVI-2021-1000189.json,new_intro,2021-12-19 06:00:09
2025-05-14 22:24:15,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-10244.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:16,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10002.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:17,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10003.json,new_intro,2024-10-09 01:13:56
2025-05-14 22:24:17,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-1248.json,new_intro,2024-10-09 01:13:30
2025-05-14 22:24:18,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10009.json,new_intro,2024-10-09 01:13:56
2025-05-14 22:24:18,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-1907.json,new_intro,2024-10-09 01:13:26
2025-05-14 22:24:20,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2090.json,new_intro,2024-10-09 01:13:30
2025-05-14 22:24:20,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10010.json,new_intro,2024-10-09 01:13:56
2025-05-14 22:24:21,AlmaLinux:9,data/AlmaLinux:9/ALBA-2022:1799.json,new_intro,2024-10-09 01:13:49
2025-05-14 22:24:21,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2105.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:21,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10011.json,new_intro,2024-10-09 01:13:58
2025-05-14 22:24:22,Alpine:v3.4,data/Alpine:v3.4/CVE-2012-6702.json,new_intro,2024-10-09 01:14:33
2025-05-14 22:24:22,AlmaLinux:9,data/AlmaLinux:9/ALBA-2022:8256.json,new_intro,2024-10-09 01:13:42
2025-05-14 22:24:22,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2106.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:23,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:4587.json,new_intro,2024-10-09 01:13:38
2025-05-14 22:24:23,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10012.json,new_intro,2024-10-09 01:14:02
2025-05-14 22:24:23,Alpine:v3.4,data/Alpine:v3.4/CVE-2014-0138.json,new_intro,2024-10-09 01:14:34
2025-05-14 22:24:24,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:4940.json,new_intro,2024-10-09 01:13:41
2025-05-14 22:24:24,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2107.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:24,Alpine:v3.4,data/Alpine:v3.4/CVE-2014-0139.json,new_intro,2024-10-09 01:14:28
2025-05-14 22:24:24,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10013.json,new_intro,2024-10-09 01:13:54
2025-05-14 22:24:25,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5099.json,new_intro,2024-10-09 01:13:47
2025-05-14 22:24:25,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2109.json,new_intro,2024-10-09 01:13:26
2025-05-14 22:24:26,Alpine:v3.4,data/Alpine:v3.4/CVE-2014-4616.json,new_intro,2024-10-09 01:14:28
2025-05-14 22:24:26,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5242.json,new_intro,2024-10-09 01:13:46
2025-05-14 22:24:26,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10024.json,new_intro,2024-10-09 01:13:58
2025-05-14 22:24:27,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2123.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:27,Alpine:v3.4,data/Alpine:v3.4/CVE-2014-8127.json,new_intro,2024-10-09 01:14:32
2025-05-14 22:24:27,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5244.json,new_intro,2024-10-09 01:13:48
2025-05-14 22:24:28,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2125.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:28,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10025.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:28,Alpine:v3.4,data/Alpine:v3.4/CVE-2014-9130.json,new_intro,2024-10-09 01:14:28
2025-05-14 22:24:29,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5249.json,new_intro,2024-10-09 01:13:44
2025-05-14 22:24:29,Alpine:v3.6,data/Alpine:v3.6/CVE-2012-2738.json,new_intro,2024-10-09 01:15:20
2025-05-14 22:24:29,Alpine:v3.5,data/Alpine:v3.5/CVE-2013-4122.json,new_intro,2024-10-09 01:15:02
2025-05-14 22:24:29,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2126.json,new_intro,2024-10-09 01:13:28
2025-05-14 22:24:29,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10033.json,new_intro,2024-10-09 01:13:54
2025-05-14 22:24:29,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8629.json,new_intro,2024-10-09 01:14:33
2025-05-14 22:24:30,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5252.json,new_intro,2024-10-09 01:13:38
2025-05-14 22:24:30,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-0138.json,new_intro,2024-10-09 01:15:24
2025-05-14 22:24:30,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10045.json,new_intro,2024-10-09 01:14:00
2025-05-14 22:24:30,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8630.json,new_intro,2024-10-09 01:14:24
2025-05-14 22:24:30,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-0138.json,new_intro,2024-10-09 01:15:04
2025-05-14 22:24:30,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2176.json,new_intro,2024-10-09 01:13:28
2025-05-14 22:24:31,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5257.json,new_intro,2024-10-09 01:13:40
2025-05-14 22:24:31,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8631.json,new_intro,2024-10-09 01:14:32
2025-05-14 22:24:31,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10164.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:32,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-0139.json,new_intro,2024-10-09 01:15:15
2025-05-14 22:24:32,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2177.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:32,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-0139.json,new_intro,2024-10-09 01:14:56
2025-05-14 22:24:33,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5263.json,new_intro,2024-10-09 01:13:44
2025-05-14 22:24:33,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8874.json,new_intro,2024-10-09 01:14:26
2025-05-14 22:24:33,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10165.json,new_intro,2024-10-09 01:13:59
2025-05-14 22:24:33,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-4616.json,new_intro,2024-10-09 01:14:57
2025-05-14 22:24:33,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-4616.json,new_intro,2024-10-09 01:15:16
2025-05-14 22:24:33,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2178.json,new_intro,2024-10-09 01:13:26
2025-05-14 22:24:34,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5267.json,new_intro,2024-10-09 01:13:40
2025-05-14 22:24:34,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8934.json,new_intro,2024-10-09 01:14:29
2025-05-14 22:24:34,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10166.json,new_intro,2024-10-09 01:14:01
2025-05-14 22:24:34,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-7204.json,new_intro,2024-10-09 01:15:14
2025-05-14 22:24:34,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-8139.json,new_intro,2024-10-09 01:15:02
2025-05-14 22:24:35,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2179.json,new_intro,2024-10-09 01:13:25
2025-05-14 22:24:35,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5482.json,new_intro,2024-10-09 01:13:46
2025-05-14 22:24:35,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-8948.json,new_intro,2024-10-09 01:14:30
2025-05-14 22:24:35,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10167.json,new_intro,2024-10-09 01:13:59
2025-05-14 22:24:35,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-8139.json,new_intro,2024-10-09 01:15:21
2025-05-14 22:24:36,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5527.json,new_intro,2024-10-09 01:13:48
2025-05-14 22:24:36,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-8140.json,new_intro,2024-10-09 01:15:01
2025-05-14 22:24:36,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2180.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:36,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10168.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:36,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-9099.json,new_intro,2024-10-09 01:14:25
2025-05-14 22:24:37,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-8140.json,new_intro,2024-10-09 01:15:20
2025-05-14 22:24:37,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5695.json,new_intro,2024-10-09 01:13:49
2025-05-14 22:24:37,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-8141.json,new_intro,2024-10-09 01:14:56
2025-05-14 22:24:37,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2181.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:38,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10169.json,new_intro,2024-10-09 01:14:00
2025-05-14 22:24:38,Alpine:v3.4,data/Alpine:v3.4/CVE-2015-9100.json,new_intro,2024-10-09 01:14:34
2025-05-14 22:24:38,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-8141.json,new_intro,2024-10-09 01:15:15
2025-05-14 22:24:39,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5709.json,new_intro,2024-10-09 01:13:40
2025-05-14 22:24:39,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-9636.json,new_intro,2024-10-09 01:15:02
2025-05-14 22:24:39,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2182.json,new_intro,2024-10-09 01:13:26
2025-05-14 22:24:39,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-0718.json,new_intro,2024-10-09 01:14:31
2025-05-14 22:24:39,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10170.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:39,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-9636.json,new_intro,2024-10-09 01:15:22
2025-05-14 22:24:40,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5716.json,new_intro,2024-10-09 01:13:39
2025-05-14 22:24:40,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-0787.json,new_intro,2024-10-09 01:14:28
2025-05-14 22:24:40,Alpine:v3.5,data/Alpine:v3.5/CVE-2014-9913.json,new_intro,2024-10-09 01:14:57
2025-05-14 22:24:40,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2183.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:40,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10171.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:41,Alpine:v3.6,data/Alpine:v3.6/CVE-2014-9913.json,new_intro,2024-10-09 01:15:16
2025-05-14 22:24:41,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5736.json,new_intro,2024-10-09 01:13:47
2025-05-14 22:24:41,Alpine:v3.5,data/Alpine:v3.5/CVE-2015-7696.json,new_intro,2024-10-09 01:15:05
2025-05-14 22:24:41,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10009.json,new_intro,2024-10-09 01:14:26
2025-05-14 22:24:42,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-2776.json,new_intro,2024-10-09 01:13:28
2025-05-14 22:24:42,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10172.json,new_intro,2024-10-09 01:14:01
2025-05-14 22:24:42,Alpine:v3.6,data/Alpine:v3.6/CVE-2015-7696.json,new_intro,2024-10-09 01:15:25
2025-05-14 22:24:42,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5767.json,new_intro,2024-10-09 01:13:48
2025-05-14 22:24:43,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3074.json,new_intro,2024-10-09 01:13:30
2025-05-14 22:24:43,Alpine:v3.5,data/Alpine:v3.5/CVE-2015-7697.json,new_intro,2024-10-09 01:14:53
2025-05-14 22:24:43,Alpine:v3.7,data/Alpine:v3.7/CVE-2012-2738.json,new_intro,2024-10-09 01:15:49
2025-05-14 22:24:43,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10190.json,new_intro,2024-10-09 01:14:02
2025-05-14 22:24:43,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10010.json,new_intro,2024-10-09 01:14:27
2025-05-14 22:24:43,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5799.json,new_intro,2024-10-09 01:13:47
2025-05-14 22:24:44,Alpine:v3.6,data/Alpine:v3.6/CVE-2015-7697.json,new_intro,2024-10-09 01:15:12
2025-05-14 22:24:44,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3120.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:44,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10191.json,new_intro,2024-10-09 01:13:55
2025-05-14 22:24:44,Alpine:v3.5,data/Alpine:v3.5/CVE-2015-8948.json,new_intro,2024-10-09 01:14:59
2025-05-14 22:24:44,Alpine:v3.7,data/Alpine:v3.7/CVE-2013-4122.json,new_intro,2024-10-09 01:15:51
2025-05-14 22:24:45,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5904.json,new_intro,2024-10-09 01:13:45
2025-05-14 22:24:45,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10011.json,new_intro,2024-10-09 01:14:29
2025-05-14 22:24:45,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3172.json,new_intro,2024-10-09 01:13:30
2025-05-14 22:24:45,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10192.json,new_intro,2024-10-09 01:13:58
2025-05-14 22:24:45,Alpine:v3.6,data/Alpine:v3.6/CVE-2015-8948.json,new_intro,2024-10-09 01:15:18
2025-05-14 22:24:46,Alpine:v3.5,data/Alpine:v3.5/CVE-2015-9099.json,new_intro,2024-10-09 01:14:54
2025-05-14 22:24:46,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5942.json,new_intro,2024-10-09 01:13:41
2025-05-14 22:24:46,Alpine:v3.7,data/Alpine:v3.7/CVE-2014-0138.json,new_intro,2024-10-09 01:15:54
2025-05-14 22:24:46,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3186.json,new_intro,2024-10-09 01:13:27
2025-05-14 22:24:46,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10195.json,new_intro,2024-10-09 01:13:57
2025-05-14 22:24:47,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10012.json,new_intro,2024-10-09 01:14:34
2025-05-14 22:24:47,Alpine:v3.6,data/Alpine:v3.6/CVE-2015-9099.json,new_intro,2024-10-09 01:15:12
2025-05-14 22:24:47,Alpine:v3.8,data/Alpine:v3.8/CVE-2009-3895.json,new_intro,2024-10-09 01:16:19
2025-05-14 22:24:47,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:5948.json,new_intro,2024-10-09 01:13:45
2025-05-14 22:24:47,Alpine:v3.5,data/Alpine:v3.5/CVE-2015-9100.json,new_intro,2024-10-09 01:15:05
2025-05-14 22:24:47,Alpine:v3.7,data/Alpine:v3.7/CVE-2014-0139.json,new_intro,2024-10-09 01:15:44
2025-05-14 22:24:48,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10196.json,new_intro,2024-10-09 01:13:59
2025-05-14 22:24:48,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:6002.json,new_intro,2024-10-09 01:13:44
2025-05-14 22:24:48,Alpine:v3.8,data/Alpine:v3.8/CVE-2010-3846.json,new_intro,2024-10-09 01:16:09
2025-05-14 22:24:48,Alpine:v3.6,data/Alpine:v3.6/CVE-2015-9100.json,new_intro,2024-10-09 01:15:24
2025-05-14 22:24:48,Alpine:v3.7,data/Alpine:v3.7/CVE-2014-7204.json,new_intro,2024-10-09 01:15:42
2025-05-14 22:24:49,Alpine:v3.5,data/Alpine:v3.5/CVE-2016-10009.json,new_intro,2024-10-09 01:14:55
2025-05-14 22:24:49,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10013.json,new_intro,2024-10-09 01:14:25
2025-05-14 22:24:49,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3452.json,new_intro,2024-10-09 01:13:29
2025-05-14 22:24:49,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10197.json,new_intro,2024-10-09 01:13:56
2025-05-14 22:24:49,Alpine:v3.8,data/Alpine:v3.8/CVE-2012-0804.json,new_intro,2024-10-09 01:16:17
2025-05-14 22:24:49,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:6003.json,new_intro,2024-10-09 01:13:40
2025-05-14 22:24:50,Alpine:v3.6,data/Alpine:v3.6/CVE-2016-10009.json,new_intro,2024-10-09 01:15:14
2025-05-14 22:24:50,Alpine:v3.7,data/Alpine:v3.7/CVE-2014-8139.json,new_intro,2024-10-09 01:15:51
2025-05-14 22:24:50,Alpine:v3.5,data/Alpine:v3.5/CVE-2016-10010.json,new_intro,2024-10-09 01:14:56
2025-05-14 22:24:50,Alpine:v3.2,data/Alpine:v3.2/CVE-2016-3477.json,new_intro,2024-10-09 01:13:28
2025-05-14 22:24:50,Alpine:v3.4,data/Alpine:v3.4/CVE-2016-10024.json,new_intro,2024-10-09 01:14:29
2025-05-14 22:24:51,AlmaLinux:9,data/AlmaLinux:9/ALSA-2022:6043.json,new_intro,2024-10-09 01:13:47
2025-05-14 22:24:51,Alpine:v3.8,data/Alpine:v3.8/CVE-2012-2738.json,new_intro,2024-10-09 01:16:17
2025-05-14 22:24:51,Alpine:v3.3,data/Alpine:v3.3/CVE-2016-10229.json,new_intro,2024-10-09 01:14:01
