vul_id	cve_id	github_reviewed	name	ecosystem	purl	repo	ranges_introduced	ranges_fixed	ranges_last_affected	versions
GO-2024-2859	CVE-2024-31216	False	github.com/fluxcd/source-controller	Go	pkg:golang/github.com/fluxcd/source-controller	SEMVER	0	1.2.5	None_last_affected	[]
GHSA-6h53-q94j-348w	CVE-2023-48703	True	github.com/RobotsAndPencils/go-saml	Go	pkg:golang/github.com/RobotsAndPencils/go-saml	SEMVER	0	None_fixed	0.0.0-20230606195814-29020529affc	[]
GHSA-6h53-q94j-348w	CVE-2023-48703	True	github.com/RobotsAndPencils/go-saml	Go	pkg:golang/github.com/RobotsAndPencils/go-saml	SEMVER	None_introduced	None_fixed	None_last_affected	[]
GHSA-7xpv-4pm9-xch2	CVE-2023-33964	True	github.com/multiversx/mx-chain-go	Go	pkg:golang/github.com/multiversx/mx-chain-go	SEMVER	0	1.4.16	None_last_affected	[]
GHSA-p55x-7x9v-q8m4	CVE-2017-15133	True	github.com/miekg/dns	Go	pkg:golang/github.com/miekg/dns	SEMVER	0	1.0.4	None_last_affected	[]
GO-2023-2331	CVE-2023-47108	False	go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	Go	pkg:golang/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	SEMVER	0	0.46.0	None_last_affected	[]
GHSA-67x4-qr35-qvrm	CVE-2022-39273	True	github.com/flyteorg/flyteadmin	Go	pkg:golang/github.com/flyteorg/flyteadmin	SEMVER	0	1.1.44	None_last_affected	[]
GHSA-f93f-55c2-8c89	CVE-2022-44942	True	github.com/casdoor/casdoor	Go	pkg:golang/github.com/casdoor/casdoor	SEMVER	0	1.126.1	None_last_affected	[]
GHSA-j8x2-2m5w-j939	CVE-2022-23511	True	github.com/aws/amazon-cloudwatch-agent	Go	pkg:golang/github.com/aws/amazon-cloudwatch-agent	SEMVER	0	1.247355.0	None_last_affected	[]
GO-2022-0982	CVE-2021-45330	False	code.gitea.io/gitea	Go	pkg:golang/code.gitea.io/gitea	SEMVER	0	1.6.0	None_last_affected	[]
GO-2022-0828	CVE-2020-10696	False	github.com/containers/buildah	Go	pkg:golang/github.com/containers/buildah	SEMVER	0	1.14.4	None_last_affected	[]
GO-2024-3161	CVE-2024-22030	False	github.com/rancher/rancher	Go	pkg:golang/github.com/rancher/rancher	SEMVER	0	None_fixed	None_last_affected	[]
GHSA-83qr-c7m9-wmgw	CVE-2023-1535	True	github.com/answerdev/answer	Go	pkg:golang/github.com/answerdev/answer	SEMVER	0	1.0.7	None_last_affected	[]
GHSA-9cwv-pxcr-hfjc	CVE-2024-52290	True	github.com/lf-edge/ekuiper	Go	pkg:golang/github.com/lf-edge/ekuiper	SEMVER	0	None_fixed	1.14.7	[]
GHSA-9cwv-pxcr-hfjc	CVE-2024-52290	True	github.com/lf-edge/ekuiper	Go	pkg:golang/github.com/lf-edge/ekuiper	SEMVER	None_introduced	None_fixed	None_last_affected	[]
GHSA-9cwv-pxcr-hfjc	CVE-2024-52290	True	github.com/lf-edge/ekuiper/v2	Go	pkg:golang/github.com/lf-edge/ekuiper/v2	SEMVER	0	2.1.0	None_last_affected	[]
GO-2022-0644	CVE-2018-20321	False	github.com/rancher/rancher	Go	pkg:golang/github.com/rancher/rancher	SEMVER	2.0.0+incompatible	2.1.6+incompatible	None_last_affected	[]
GO-2024-2770	CVE-2022-3802	False	github.com/IBAX-io/go-ibax	Go	pkg:golang/github.com/IBAX-io/go-ibax	SEMVER	0	1.4.2	None_last_affected	[]
GO-2021-0241	CVE-2021-33197	False	stdlib	Go	pkg:golang/stdlib	SEMVER	0	1.15.13	None_last_affected	[]
GO-2024-2635	CVE-2024-1952	False	github.com/mattermost/mattermost-server	Go	pkg:golang/github.com/mattermost/mattermost-server	SEMVER	9.0.0+incompatible	9.4.0+incompatible	None_last_affected	[]
GO-2024-2635	CVE-2024-1952	False	github.com/mattermost/mattermost-server/v5	Go	pkg:golang/github.com/mattermost/mattermost-server/v5	SEMVER	0	None_fixed	None_last_affected	[]
GO-2024-2635	CVE-2024-1952	False	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	0	None_fixed	None_last_affected	[]
GO-2024-2635	CVE-2024-1952	False	github.com/mattermost/mattermost/server/v8	Go	pkg:golang/github.com/mattermost/mattermost/server/v8	SEMVER	0	None_fixed	None_last_affected	[]
GO-2022-0701	CVE-2015-5305	False	k8s.io/kubernetes	Go	pkg:golang/k8s.io/kubernetes	SEMVER	0	1.1.1	None_last_affected	[]
GO-2022-0351	CVE-2022-26652	False	github.com/nats-io/nats-server	Go	pkg:golang/github.com/nats-io/nats-server	SEMVER	0	None_fixed	None_last_affected	[]
GO-2022-0351	CVE-2022-26652	False	github.com/nats-io/nats-server/v2	Go	pkg:golang/github.com/nats-io/nats-server/v2	SEMVER	2.2.0	2.7.4	None_last_affected	[]
GO-2022-0351	CVE-2022-26652	False	github.com/nats-io/nats-streaming-server	Go	pkg:golang/github.com/nats-io/nats-streaming-server	SEMVER	0.15.0	0.24.3	None_last_affected	[]
GHSA-jhh6-6fhp-q2xp	CVE-2024-9779	True	open-cluster-management.io/ocm	Go	pkg:golang/open-cluster-management.io/ocm	SEMVER	0	0.13.0	None_last_affected	[]
